id,type,scene_id,target_objs_id,target_actions,language_sentence,language_words_op,gpointing_obj_probs
04-07-48-03,3,04-07,['04-07-09-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.037289625414283996, 0.062220840566398164, 0.03160596015651264, 0.049967254922314665, 0.024197187851444386, 0.039942782651561995, 0.03829907542738757, 0.021888647145336292, 0.06822100007443957, 1.0, 1.0, 0.13432839715999395, 1.0, 0.019483269297977238, 0.3983444295543846, 0.07421152977796498]"
04-07-49-04,4,04-07,['04-07-09-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.01940296429000116, 0.027531031618835914, 0.015719853283010586, 0.02022134310428386, 0.011771543839931911, 0.01682274574570092, 0.01894759556087788, 0.010611810335293868, 0.04020533889963443, 1.0, 0.30179985359157196, 0.04779855122550559, 0.1700392545938669, 0.009890332613834027, 0.24703898453916068, 0.04219879675849035]"
04-07-50-00,0,04-07,['04-07-10-cub-g-10'],['pick up'],pick up green cube,"['green', 'cube']","[0.017202353502791836, 0.02033957935125097, 0.01872194649000252, 0.31166921173750334, 0.016007497741292755, 0.3961903277885637, 0.02452698563641279, 0.014719014349115187, 0.019167414848413798, 1.0, 1.0, 0.03103362215854114, 1.0, 0.0094165145443993, 0.09828651469174586, 0.02271901715996688]"
04-07-51-01,1,04-07,['04-07-10-cub-g-10'],['pick up'],pick up green big cube,"['green', 'big', 'cube']","[0.056694301799701544, 0.0616298577738139, 0.05634863021793854, 0.22021094503569524, 0.044111995572660954, 0.14585382219477397, 0.0817335081594225, 0.04202562316993459, 0.07031758562265449, 1.0, 1.0, 0.10565328495393352, 1.0, 0.02888482533090695, 1.0, 0.08653562016856403]"
04-07-52-02,2,04-07,['04-07-10-cub-g-10'],['pick up'],pick up cube,['cube'],"[0.06889590686555531, 0.06033139775209963, 0.06798564180348476, 0.15206085262966598, 0.05101826999210192, 0.12075309273390877, 0.11098015151796196, 0.04995985947206344, 0.08268034100235254, 1.0, 1.0, 0.09609666522092211, 1.0, 0.033277374182722384, 1.0, 0.10596044682716109]"
04-07-53-03,3,04-07,['04-07-10-cub-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.017656278475258955, 0.01974884084530507, 0.020038144288794628, 0.11832878777155101, 0.017755880245332645, 0.43493657264058777, 0.025534345364853904, 0.016055302211803256, 0.018682587629896965, 0.17673584215971205, 1.0, 0.027888789628371203, 1.0, 0.009836473086441401, 0.07479590400035518, 0.02200625165173595]"
04-07-54-04,4,04-07,['04-07-10-cub-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[0.03581893853195806, 0.07265131756291861, 0.036847512927230895, 1.0, 0.032154818713241044, 0.3695675359081324, 0.042595457646517364, 0.02843333793490582, 0.04467902220931912, 1.0, 1.0, 0.1403725110129018, 1.0, 0.020856414438931985, 0.12551700509919184, 0.050506128014750955]"
04-07-55-00,0,04-07,['04-07-11-cyl-g-03'],['pick up'],pick up green cylinder,"['green', 'cylinder']","[0.009512447731291953, 0.08415191662129543, 0.008807216246365332, 0.018438243772953528, 0.0074538541722077864, 0.014827152093828396, 0.009356223072288092, 0.006452131419514984, 0.01433947178195049, 1.0, 0.25165903059296585, 1.0, 0.5287915232471979, 0.005707248336135985, 0.025554424695220804, 0.014949116216783522]"
04-07-56-01,1,04-07,['04-07-11-cyl-g-03'],['pick up'],pick up green small cylinder,"['green', 'small', 'cylinder']","[0.05032349347183552, 0.24705971834846263, 0.04634745145759778, 0.1051706372224577, 0.03863909400744902, 0.08120941180066053, 0.05073994606792835, 0.0338295046868555, 0.07690635796560343, 1.0, 1.0, 1.0, 1.0, 0.029445703382102117, 0.15902902012262107, 0.08129966146642645]"
04-07-57-02,2,04-07,['04-07-11-cyl-g-03'],['pick up'],pick up cylinder,['cylinder'],"[0.045584270584721864, 0.3269680718739916, 0.0426679164608201, 0.10030813929101075, 0.03623041014420486, 0.07852974962874328, 0.04573752326874728, 0.031446808059111014, 0.0674162253299474, 1.0, 1.0, 1.0, 1.0, 0.027276972152804228, 0.12675984970045262, 0.07107406350544515]"
04-07-58-03,3,04-07,['04-07-11-cyl-g-03'],['pick up'],pick up green solid,"['green', 'solid']","[0.04668843910405418, 0.2749688475593848, 0.04445458507377173, 0.12370116319473415, 0.038066916027914295, 0.09344544260226181, 0.04793024765098, 0.03307059405622792, 0.06694301739606591, 1.0, 1.0, 1.0, 1.0, 0.027985735614328603, 0.1313186788581414, 0.07142633286213519]"
04-07-59-04,4,04-07,['04-07-11-cyl-g-03'],['pick up'],pick up green small solid,"['green', 'small', 'solid']","[0.047816215436617085, 0.2758761549492814, 0.0448075012903141, 0.11189200614168109, 0.03790424521497271, 0.08561532042458071, 0.04857207641190524, 0.033035623987629215, 0.07063872923955689, 1.0, 1.0, 1.0, 1.0, 0.0283825058151273, 0.14049194628196968, 0.07496767480636465]"
04-07-60-00,0,04-07,['04-07-12-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.02749306304381532, 0.030502047768616796, 0.029425600968339564, 0.25130494883475224, 0.024428717730293207, 0.189521323103583, 0.04053087898479848, 0.022879800712933867, 0.030974085173089812, 1.0, 1.0, 0.047598738021788024, 1.0, 0.014648617348206883, 0.25344772778737995, 0.037244450522402765]"
04-07-61-01,1,04-07,['04-07-12-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.030701091158132347, 0.04687715993215105, 0.029376916359585083, 0.13335940648375152, 0.023478628269069605, 0.07577372160943166, 0.03801287386225199, 0.021679727440742258, 0.042307968612848745, 1.0, 1.0, 0.1041611728022398, 1.0, 0.016355899301065263, 0.3882120276200716, 0.04970340654865902]"
04-07-62-02,2,04-07,['04-07-12-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.03870639412987558, 0.06423912575657371, 0.039407967103159386, 1.0, 0.03328626817453802, 0.2966656223413251, 0.048475204913159944, 0.03015028567618811, 0.04851877736840543, 1.0, 1.0, 0.12525511753783458, 1.0, 0.021649158953271706, 0.19755637736549433, 0.056089700680174125]"
04-07-63-03,3,04-07,['04-07-12-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.04038603783397098, 0.07818689833945189, 0.04075273935684044, 1.0, 0.03470515999860461, 0.2495823298277412, 0.04853087572701403, 0.031104588357614947, 0.05174662133069935, 1.0, 1.0, 0.16961556149741933, 1.0, 0.022985697012794237, 0.17343921714321542, 0.05896427357463363]"
04-07-64-04,4,04-07,['04-07-12-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.06129267235025433, 0.08599482406161321, 0.06560547749620889, 1.0, 0.056920925746865726, 1.0, 0.08118663649864893, 0.051368807192467066, 0.07090725485174613, 1.0, 1.0, 0.13728600751139214, 1.0, 0.034485756489657945, 0.2723852221588108, 0.0825664156423349]"
04-07-65-00,0,04-07,['04-07-13-cyl-g-03'],['pick up'],pick up green cylinder,"['green', 'cylinder']","[1.0, 0.001468172365503872, 0.9549854954211634, 0.0013076324435653513, 0.005308485401283755, 0.0012945041426878838, 0.007799336568002898, 0.00293677183459804, 0.0038514264542718005, 0.0033462758286428237, 0.0034132047899473727, 0.0015815347237786955, 0.0021012699977661807, 1.0, 0.006352870184986055, 0.004253019843801873]"
04-07-66-01,1,04-07,['04-07-13-cyl-g-03'],['pick up'],pick up green small cylinder,"['green', 'small', 'cylinder']","[1.0, 0.03230689640195484, 1.0, 0.028910128878000978, 0.12540976028901138, 0.028665533350682098, 0.1772145691510685, 0.0666459213271631, 0.0826319764765589, 0.07287820088319118, 0.07542626777240515, 0.03479016818757125, 0.04631469710803062, 1.0, 0.13724969107882057, 0.09155618909554163]"
04-07-67-02,2,04-07,['04-07-13-cyl-g-03'],['pick up'],pick up cylinder,['cylinder'],"[1.0, 0.032113689837281696, 1.0, 0.02874114550447428, 0.12242814594952828, 0.028483364512611707, 0.17898164004442957, 0.06605952655462628, 0.08303600092008016, 0.0729487278953826, 0.07523825392433779, 0.034612243683859574, 0.04615987520891624, 1.0, 0.1391157733206247, 0.09208161264384691]"
04-07-68-03,3,04-07,['04-07-13-cyl-g-03'],['pick up'],pick up green solid,"['green', 'solid']","[1.0, 0.03243017408024776, 1.0, 0.028938882773512704, 0.11976691145514498, 0.02866106640085594, 0.17541908703056625, 0.06558909947011367, 0.0845531390942196, 0.0737957770695603, 0.07561115994558462, 0.03494046734412002, 0.04648769003009913, 1.0, 0.14028263956365933, 0.09352390574231566]"
04-07-69-04,4,04-07,['04-07-13-cyl-g-03'],['pick up'],pick up green small solid,"['green', 'small', 'solid']","[1.0, 0.03132826205269296, 1.0, 0.028080822702261758, 0.11403253424491495, 0.027788521353848863, 0.18595341366917914, 0.06419060423618657, 0.08374483332955093, 0.0727893825787712, 0.07438672072574254, 0.033867226681568954, 0.04547274636603643, 1.0, 0.14513257966805831, 0.09323235239118739]"
04-07-70-00,0,04-07,['04-07-14-cub-g-10'],['pick up'],pick up green cube,"['green', 'cube']","[0.06835945520290476, 0.03070526228194327, 0.05025851725529492, 0.036322339235168505, 0.030994544914058335, 0.032379725844198314, 0.10673222720556294, 0.030691791297008237, 0.11106689478800545, 1.0, 1.0, 0.042840551317375984, 0.20972738434856095, 0.025067352404706415, 1.0, 0.22485395390521185]"
04-07-71-01,1,04-07,['04-07-14-cub-g-10'],['pick up'],pick up green big cube,"['green', 'big', 'cube']","[0.0457342220358621, 0.01286898166797412, 0.030861489000994537, 0.015191364172728495, 0.016777007464202832, 0.014028797909083929, 0.1300705711143708, 0.017250264068872666, 0.051429692566076234, 1.0, 0.45113037912948567, 0.016969498284993, 0.05665664163748555, 0.013527715278197022, 1.0, 0.12750337566967304]"
04-07-72-02,2,04-07,['04-07-14-cub-g-10'],['pick up'],pick up cube,['cube'],"[0.06751721204710188, 0.013761200347522222, 0.04332052594666207, 0.016239086095574545, 0.021155001760289997, 0.015276434208738162, 1.0, 0.022444822821685098, 0.052563668031821185, 0.2866273935552652, 0.2559911823447673, 0.01767358508729785, 0.051463651652853194, 0.016760078196142822, 1.0, 0.11920615790427871]"
04-07-73-03,3,04-07,['04-07-14-cub-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.022576894818376315, 0.005468953997205616, 0.014562659431627944, 0.006385880202736408, 0.0075816928970334945, 0.00594107660289862, 0.08904851136091745, 0.007850812347055133, 0.02249652360981708, 0.6079724400257789, 0.1171813849984441, 0.007116259263528358, 0.021723760272885372, 0.006155448992156391, 1.0, 0.05793770117953897]"
04-07-74-04,4,04-07,['04-07-14-cub-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[0.002226314489840079, 0.0007627736417470481, 0.0022153705141601553, 0.0011122975332821447, 0.0012530874611523931, 0.0010691003021418596, 0.9664075221601698, 0.0014360522492262357, 0.001725124598807622, 0.012051037438416769, 1.0, 0.001005110688568855, 0.0053653915091791396, 0.0007764254168009199, 1.0, 0.002594391996506963]"
04-07-75-00,0,04-07,['04-07-15-cyl-g-03'],['pick up'],pick up green cylinder,"['green', 'cylinder']","[0.07777033296752056, 0.0199457023906389, 0.0392870611726978, 0.019040295665331098, 0.02203079751164689, 0.017488765473774953, 0.07115970007639659, 0.02069466651534207, 0.5026163493638304, 1.0, 0.11072488982016904, 0.02522963429459706, 0.05233028173081626, 0.021681523017238427, 1.0, 1.0]"
04-07-76-01,1,04-07,['04-07-15-cyl-g-03'],['pick up'],pick up green small cylinder,"['green', 'small', 'cylinder']","[0.05089267722284277, 0.01204192554279209, 0.02313551849671802, 0.010751657051176948, 0.013052523684092774, 0.009921884413289835, 0.035511249707928925, 0.011906822625566459, 1.0, 0.7286755199578887, 0.04905811914115652, 0.014797259267851075, 0.026484072426268716, 0.01377077046242715, 1.0, 1.0]"
04-07-77-02,2,04-07,['04-07-15-cyl-g-03'],['pick up'],pick up cylinder,['cylinder'],"[0.11192473178915703, 0.02109123486061459, 0.04544509471528714, 0.019186091792663448, 0.024587861247842693, 0.017799229132950126, 0.0746386653806688, 0.02251197695081258, 1.0, 0.47748055983836435, 0.08698062966537452, 0.025775781167514056, 0.04626373773742092, 0.026314405721329554, 1.0, 1.0]"
04-07-78-03,3,04-07,['04-07-15-cyl-g-03'],['pick up'],pick up green solid,"['green', 'solid']","[0.014087046288254718, 0.0036192131769420253, 0.006664939796790962, 0.0032130017068007014, 0.003815836200025967, 0.0029584538623081804, 0.010048127175608153, 0.003479125348678895, 1.0, 0.9208623217345735, 0.014788428321676057, 0.004461366756422242, 0.008006951320693829, 0.003995188311224878, 1.0, 1.0]"
04-07-79-04,4,04-07,['04-07-15-cyl-g-03'],['pick up'],pick up green small solid,"['green', 'small', 'solid']","[0.1254757759313448, 0.022201958702513184, 0.04926492993683112, 0.02027971005230619, 0.026357120251025153, 0.018838943895642436, 0.08243001491359458, 0.02415061741116313, 1.0, 0.4352733621063668, 0.09169238460733987, 0.027093541019374345, 0.048623949933892754, 0.028317691238605638, 1.0, 1.0]"
04-08-00-00,0,04-08,['04-08-00-cyl-g-03'],['pick up'],pick up green cylinder,"['green', 'cylinder']","[1.0, 0.05139359174485486, 0.01872615650102475, 0.06206196119292701, 0.057207540635882584, 0.03022073266793751, 0.3524300585484601, 0.0643022321889369, 1.0, 0.14295888155235464, 0.029057953501556752, 0.04982507029481825, 0.01913276452522795, 0.05213939381604279, 0.05125004729863684, 0.019293615531339153]"
04-08-01-01,1,04-08,['04-08-00-cyl-g-03'],['pick up'],pick up green small cylinder,"['green', 'small', 'cylinder']","[1.0, 0.058509085780941654, 0.02100787415949254, 0.07341004737890522, 0.06019430253819949, 0.03380538381787127, 0.31410768852241355, 0.0671201748164144, 1.0, 0.1274766787385761, 0.032079420880076155, 0.057470995177832884, 0.021133740041280966, 0.054139858362857014, 0.057662945235211004, 0.02188180454992771]"
04-08-02-02,2,04-08,['04-08-00-cyl-g-03'],['pick up'],pick up cylinder,['cylinder'],"[1.0, 0.0485343898886815, 0.01720808851479745, 0.05902779528323043, 0.048262477363614095, 0.027851364851538985, 0.415296326017323, 0.058854345257787107, 1.0, 0.12425637468243043, 0.02689586010425668, 0.04666696958101661, 0.017475805133873524, 0.04426530291688218, 0.047761029983703074, 0.017643870420864974]"
04-08-03-03,3,04-08,['04-08-00-cyl-g-03'],['pick up'],pick up green solid,"['green', 'solid']","[1.0, 0.04636261615658867, 0.016942804557760805, 0.0549051058087566, 0.05260749594412454, 0.02740209191070949, 0.3907074454707245, 0.06070518181322376, 1.0, 0.14956418307850278, 0.02657075124874214, 0.0445651145284965, 0.017444117709530475, 0.04846213787976422, 0.046426144340293254, 0.017334809552782174]"
04-08-04-04,4,04-08,['04-08-00-cyl-g-03'],['pick up'],pick up green small solid,"['green', 'small', 'solid']","[1.0, 0.053262300102164636, 0.01931875131780706, 0.06495855450684561, 0.057921348800699345, 0.031156759841052133, 0.3434483028035753, 0.06507419979978941, 1.0, 0.138063596450166, 0.029859380722245938, 0.0517942739789357, 0.019655498367806012, 0.05259854905603322, 0.052931608592338086, 0.019956875660541624]"
04-08-05-00,0,04-08,['04-08-01-cub-r-10'],['pick up'],pick up red cube,"['red', 'cube']","[0.03528744811208274, 1.0, 0.10986125602611059, 0.08992146933040897, 0.019412831489575576, 0.20865873387002426, 0.10005369045716342, 0.058307704165403165, 0.09099861724320499, 0.033381152614773243, 0.1466231706784787, 1.0, 0.038002177718262926, 0.018609780280794908, 1.0, 0.05088196801371659]"
04-08-06-01,1,04-08,['04-08-01-cub-r-10'],['pick up'],pick up red big cube,"['red', 'big', 'cube']","[0.03783964373152763, 1.0, 0.10214897885610127, 0.10176034210237711, 0.020609041004792106, 0.18706777658907695, 0.10658199247553217, 0.060283974611943424, 0.10093674031413147, 0.035253429781120976, 0.13557583943343646, 1.0, 0.03856967196808195, 0.019729329992556142, 1.0, 0.0536432391393224]"
04-08-07-02,2,04-08,['04-08-01-cub-r-10'],['pick up'],pick up cube,['cube'],"[0.03941136860072712, 1.0, 0.11666857050072883, 0.10320033239785914, 0.022018935592679936, 0.1815011047253448, 0.09356684415257767, 0.05934264187308829, 0.10102846948819601, 0.035842933709015735, 0.11795073343406001, 1.0, 0.0404224201114674, 0.021017154265557884, 1.0, 0.06802849114869723]"
04-08-08-03,3,04-08,['04-08-01-cub-r-10'],['pick up'],pick up red solid,"['red', 'solid']","[0.03737664835366271, 1.0, 0.08473819470699115, 0.10340443200371427, 0.019812468314887925, 0.173300561819326, 0.128571257816865, 0.06218386542641743, 0.10477550233821332, 0.035509059056891404, 0.1495830651923856, 1.0, 0.03686309523628928, 0.019010813005464387, 1.0, 0.044871036728891575]"
04-08-09-04,4,04-08,['04-08-01-cub-r-10'],['pick up'],pick up red big solid,"['red', 'big', 'solid']","[0.010552593444193856, 1.0, 0.23349230711857277, 0.020462208907675136, 0.006189291314453589, 1.0, 0.03028211027622932, 0.022434114651136247, 0.022848914826900296, 0.011004182394503017, 0.6037632778688546, 1.0, 0.017292403556335913, 0.005985775789531799, 1.0, 0.015692819851613585]"
04-08-10-00,0,04-08,['04-08-02-cyl-g-03'],['pick up'],pick up green cylinder,"['green', 'cylinder']","[0.0040004996476096025, 1.0, 1.0, 0.00689635444376225, 0.0024894451058997255, 0.7577085648396739, 0.009406601204490796, 0.008701870933322513, 0.00784183853006028, 0.004222813911296989, 0.11072212765572452, 0.0704290974162914, 0.008316282824011574, 0.0024101926438684124, 1.0, 0.0068543108439881135]"
04-08-11-01,1,04-08,['04-08-02-cyl-g-03'],['pick up'],pick up green small cylinder,"['green', 'small', 'cylinder']","[0.007386166668684248, 1.0, 1.0, 0.0132437450552235, 0.0045556001887695095, 0.3271202446057858, 0.0169256023592487, 0.014941262958754661, 0.014782308415293257, 0.007592731572207935, 0.08774975727942572, 0.47421278620581925, 0.013531536867910603, 0.004399182565740358, 1.0, 0.01355907525713649]"
04-08-12-02,2,04-08,['04-08-02-cyl-g-03'],['pick up'],pick up cylinder,['cylinder'],"[0.015469246692413816, 1.0, 1.0, 0.027259864649711224, 0.00954768043221449, 1.0, 0.036732424830181076, 0.0328997671513145, 0.030772385046207253, 0.01618744895496318, 0.34421246995998955, 0.42060124573263136, 0.03034695950785756, 0.009235972912814765, 1.0, 0.026734534129701205]"
04-08-13-03,3,04-08,['04-08-02-cyl-g-03'],['pick up'],pick up green solid,"['green', 'solid']","[0.0010100413945413242, 1.0, 1.0, 0.0017867844297515542, 0.0006227984829051285, 0.9334036771514033, 0.0023941413269565684, 0.002134142859748102, 0.002013541702150619, 0.001054416872284027, 0.020562010973103336, 0.030702848567125775, 0.0019581407038804753, 0.000602326742714433, 1.0, 0.0017551287934352649]"
04-08-14-04,4,04-08,['04-08-02-cyl-g-03'],['pick up'],pick up green small solid,"['green', 'small', 'solid']","[0.01196207518497899, 1.0, 1.0, 0.021490826748459063, 0.007326786360363049, 1.0, 0.02878510779124669, 0.025052754062455808, 0.024122687741016433, 0.012440680002890168, 0.2380540188372265, 0.5805946958996945, 0.022426663022199086, 0.007083427935789748, 1.0, 0.020660276413679898]"
04-08-15-00,0,04-08,['04-08-03-cub-g-03'],['pick up'],pick up green cube,"['green', 'cube']","[0.02736410574553966, 0.289778912218327, 0.015164912349502532, 1.0, 0.01143388812544544, 0.024416059765484506, 0.06116459086189444, 0.02245864730385978, 1.0, 0.018309849304433395, 0.020677429115204433, 0.39877310360023266, 0.011110106687761552, 0.010651073996097445, 0.07228230334823636, 0.01641501757798066]"
04-08-16-01,1,04-08,['04-08-03-cub-g-03'],['pick up'],pick up green small cube,"['green', 'small', 'cube']","[0.03490325267718791, 0.2517048039203054, 0.01846882335357236, 1.0, 0.014460880147018086, 0.02959068672830677, 0.07346876960310354, 0.027619210085151235, 1.0, 0.022852757945864065, 0.024952180018629744, 0.3710408752550742, 0.013670185793602883, 0.013440536636015552, 0.083507827921912, 0.020319209914256404]"
04-08-17-02,2,04-08,['04-08-03-cub-g-03'],['pick up'],pick up cube,['cube'],"[0.0437602553183528, 0.22995081457690728, 0.021706837128405307, 1.0, 0.017793806778929677, 0.03471094458565185, 0.08882021515454308, 0.03322533834249043, 1.0, 0.027957494406256948, 0.029316907076971002, 0.32258701208549184, 0.01630487512032576, 0.01650568765375235, 0.0933032712389585, 0.024056540532963185]"
04-08-18-03,3,04-08,['04-08-03-cub-g-03'],['pick up'],pick up green solid,"['green', 'solid']","[0.04072018253392607, 0.20418518958029094, 0.021003126211174693, 1.0, 0.01708522025672432, 0.03321552089579174, 0.07450912283664292, 0.03087696780636425, 1.0, 0.025971804827171225, 0.027490485115530473, 0.3806325752318534, 0.015619907425783409, 0.015810165607822287, 0.08877348019351056, 0.02410625147741374]"
04-08-19-04,4,04-08,['04-08-03-cub-g-03'],['pick up'],pick up green small solid,"['green', 'small', 'solid']","[0.03817026308095327, 0.2725519753003138, 0.01950937452445615, 1.0, 0.015460967928628005, 0.031498365057889784, 0.08715152547915124, 0.030153640218574338, 1.0, 0.024995740102421702, 0.02697409047465136, 0.31507170684016644, 0.01458304272523056, 0.01439112310073381, 0.0885024093133982, 0.020985775853431345]"
04-08-20-00,0,04-08,['04-08-04-cyl-g-03'],['pick up'],pick up green cylinder,"['green', 'cylinder']","[0.0348444307550697, 0.014599430869988701, 0.007178390286487547, 0.015890206910952956, 1.0, 0.011158244074363841, 0.029669100591573853, 0.02375578461693849, 0.10693365029729887, 0.05173714286615633, 0.010147744033407251, 0.015140994642048027, 0.007922294751230049, 0.6464618975775535, 0.016752760295433544, 0.007807927431497408]"
04-08-21-01,1,04-08,['04-08-04-cyl-g-03'],['pick up'],pick up green small cylinder,"['green', 'small', 'cylinder']","[0.05167091877484994, 0.02062448087437799, 0.010049833826056039, 0.022613670952897257, 1.0, 0.015631418342903918, 0.04243806059163232, 0.03296352086535893, 0.17961240279094534, 0.07194396960914012, 0.014206845601245657, 0.021405048135193398, 0.011033578814566573, 0.47131953869167686, 0.02354612475474364, 0.010940587374411902]"
04-08-22-02,2,04-08,['04-08-04-cyl-g-03'],['pick up'],pick up cylinder,['cylinder'],"[0.09742527538398109, 0.03967999142488199, 0.01935041426596624, 0.04296882623168037, 1.0, 0.030164269968140412, 0.08441702593828045, 0.06646095699215139, 0.30320657659468897, 0.16000031504202245, 0.027648502387337633, 0.040888196810123595, 0.021438157874297897, 1.0, 0.04545705417155618, 0.020894436914891203]"
04-08-23-03,3,04-08,['04-08-04-cyl-g-03'],['pick up'],pick up green solid,"['green', 'solid']","[0.02391151328336044, 0.010162545553048552, 0.005009060657156683, 0.011026972672441048, 1.0, 0.007786500589988663, 0.02064371430033409, 0.01668644328091097, 0.07072219895690686, 0.0365985209952357, 0.007088134624289812, 0.01053055838892616, 0.005540575025156874, 0.7571693570656249, 0.011680981395526415, 0.005442923211092701]"
04-08-24-04,4,04-08,['04-08-04-cyl-g-03'],['pick up'],pick up green small solid,"['green', 'small', 'solid']","[0.09667554163331184, 0.04213975098294375, 0.020809566488416163, 0.04517060722581893, 1.0, 0.0324103536579822, 0.08790837486012651, 0.07242789025480255, 0.261910870214769, 0.17313211449775037, 0.029736034300025166, 0.04338445204663287, 0.023227855912410004, 1.0, 0.048624323443597905, 0.022442264481412753]"
04-08-25-00,0,04-08,['04-08-05-cub-g-03'],['pick up'],pick up green cube,"['green', 'cube']","[0.021858477017302865, 1.0, 0.36542726037272305, 0.03814039364507203, 0.01307286853938107, 1.0, 0.06950887130588833, 0.05752977412107319, 0.04489816786609599, 0.024479790800625432, 1.0, 0.27534843684016985, 0.04813354406746618, 0.01272387066882362, 1.0, 0.028878544755378432]"
04-08-26-01,1,04-08,['04-08-05-cub-g-03'],['pick up'],pick up green small cube,"['green', 'small', 'cube']","[0.025262272414882055, 1.0, 0.2785590071181649, 0.044162511590232593, 0.015001017335638309, 1.0, 0.08556548298754507, 0.0686275266093285, 0.052359372418159154, 0.028564267608217796, 1.0, 0.2999961217048502, 0.05519869988944368, 0.014611926718383562, 1.0, 0.032091793605154184]"
04-08-27-02,2,04-08,['04-08-05-cub-g-03'],['pick up'],pick up cube,['cube'],"[0.022830190912996318, 1.0, 0.3508861099430326, 0.039657679509761304, 0.013661674095274343, 1.0, 0.07316439122423227, 0.060852858100480536, 0.046810546820661436, 0.025668339073286493, 1.0, 0.27216972301079567, 0.051058423739394274, 0.013301451061875856, 1.0, 0.029938612508208957]"
04-08-28-03,3,04-08,['04-08-05-cub-g-03'],['pick up'],pick up green solid,"['green', 'solid']","[0.024893747813062278, 1.0, 0.345547933810883, 0.04213493426671858, 0.015036846160884014, 1.0, 0.07886140476966018, 0.06924559709528985, 0.05016765855818166, 0.028360200696807676, 1.0, 0.2374423931589223, 0.06124252319842262, 0.014657602628539155, 1.0, 0.03240915784262873]"
04-08-29-04,4,04-08,['04-08-05-cub-g-03'],['pick up'],pick up green small solid,"['green', 'small', 'solid']","[0.022531492377895597, 1.0, 0.3362925873226552, 0.03951540869404382, 0.0134309266828431, 1.0, 0.07283565419708353, 0.059313502780177836, 0.04652202529951139, 0.025233135000285924, 1.0, 0.29295082496976466, 0.04878257550506888, 0.013072155900684418, 1.0, 0.02951971126998559]"
04-08-30-00,0,04-08,['04-08-06-cub-g-10'],['pick up'],pick up green cube,"['green', 'cube']","[0.04973345958128485, 0.0904196925258491, 0.021218236518100106, 0.04450650221587998, 0.02173665785569937, 0.03967318714400406, 1.0, 1.0, 0.15019605585512263, 0.30754244700217104, 0.07272116776728028, 0.05118769267554297, 0.025723924247652245, 0.02219969431195191, 0.08701921716246505, 0.01612206513699639]"
04-08-31-01,1,04-08,['04-08-06-cub-g-10'],['pick up'],pick up green big cube,"['green', 'big', 'cube']","[0.03895739184861439, 0.14979096793067453, 0.025657400149879037, 0.04409703565508089, 0.019058259409809875, 0.05186204265520256, 1.0, 1.0, 0.0993516099337389, 0.10409431698410494, 0.19491865771560224, 0.060263731916512964, 0.03246471259466717, 0.019269828382035687, 0.14282666266897057, 0.01738738215510646]"
04-08-32-02,2,04-08,['04-08-06-cub-g-10'],['pick up'],pick up cube,['cube'],"[0.0849896834734434, 0.10602179922035383, 0.033344734476794105, 0.06403578793380482, 0.04189668257350362, 0.06029985426234471, 1.0, 1.0, 0.20451638097483357, 1.0, 0.10091606566176424, 0.07224853933850076, 0.04414602190642355, 0.04406446963236414, 0.1171864640699703, 0.026333516475898995]"
04-08-33-03,3,04-08,['04-08-06-cub-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.045695339376217066, 0.09059766916280049, 0.022128019561773057, 0.04218221017508236, 0.02154288392966833, 0.0418840900353281, 1.0, 1.0, 0.11977207433037328, 0.3174649035801113, 0.0883751048929331, 0.0507399851834952, 0.02833566471595709, 0.02209543194471817, 0.09279505222847656, 0.016391570883066038]"
04-08-34-04,4,04-08,['04-08-06-cub-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[0.051125328834707044, 0.08029559481558755, 0.019071147004618105, 0.04313110799094275, 0.0208942357516928, 0.0351414897514825, 1.0, 1.0, 0.1788643613809414, 0.33250840381537444, 0.05773455071479742, 0.047387231683167316, 0.022405357522188314, 0.021299532680653523, 0.0752559617575178, 0.014885696296328965]"
04-08-35-00,0,04-08,['04-08-07-cub-g-10'],['pick up'],pick up green cube,"['green', 'cube']","[0.039201946350771934, 0.06306518477872271, 0.026082317826531854, 0.035672104119499684, 0.026412495295351564, 0.0469868470515251, 1.0, 1.0, 0.06924471950560117, 0.35890716496841507, 0.10342733998048605, 0.04592003388576406, 0.048352388769656376, 0.027848797259256788, 0.08931962794728214, 0.019559032261135555]"
